id,name,parent_id/id,note,type,ponderation,state
factor_409,It exists companies that integrated the software by themselves,factor_405,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_410,Documentation accessibility,factor_404,,view,1,open
factor_411,Tooltips on all fields,factor_410,,criterion,1,open
factor_413,Technical documentation on all tables/objects,factor_410,,criterion,1,open
factor_414,Graphical process on every screen,factor_410,,criterion,1,open
factor_415,Documentation availability,factor_404,,view,1,open
factor_416,Online and free book for documentation (>500 pages),factor_415,,criterion,1,open
factor_417,Online and free book for documentation (>150 pages),factor_415,,criterion,1,open
factor_418,Online and free learning screencasts (>20 hours),factor_415,,criterion,1,open
factor_419,Online and free learning screencasts (>5 hours),factor_415,,criterion,1,open
factor_420,Availability of paper books in book stores,factor_415,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_421,Availability of documentations for end-users,factor_415,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_422,Availability of documentations for integrators,factor_415,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_424,Automatic technical documentation of custom modules,factor_415,,criterion,1,open
factor_426,Ease of Installation,factor_404,,view,1,open
factor_427,Installation <1 day for novices,factor_426,,criterion,1,open
factor_428,Installation <1 day for experts,factor_426,,criterion,1,open
factor_429,Configuration wizards at the installation of the software,factor_426,,criterion,1,open
factor_459,Accessibility,factor_2,"
Ponderation Change Suggested by kingcarrie(kingcarrie@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.1 to 1.2.",view,1.2,open
factor_460,Public resources and communities,factor_459,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",view,0.9,open
factor_461,Public bug tracker,factor_460,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_462,Official forum,factor_460,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_463,Official IRC channel,factor_460,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_464,Official wiki for documentations,factor_460,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_465,Official repository of sources,factor_460,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_466,Availability of Books,factor_459,,view,1,open
factor_467,Books on technical architecture,factor_466,,criterion,1,open
factor_468,Books on functionnal aspects,factor_466,,criterion,1,open
factor_469,Books on customer experiences,factor_466,,criterion,1,open
factor_470,Availability of main source codes and extra features,factor_459,"
Ponderation Change Suggested by Mica(sardelic.miroslav@gmail.com). Value Changed from 1.0 to 0.9.
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 0.9 to 0.8.",view,0.8,open
factor_471,Availability of source codes,factor_470,"
Ponderation Change Suggested by Mica(sardelic.miroslav@gmail.com). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_472,"Availability of extra features (plugins, modules, addons)",factor_470,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_473,Open Source codes,factor_470,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_431,Customisations & Flexibility,,"
Ponderation Change Suggested by olefoxe(olaf.vocks@googlemail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by EVAROMAGOSA(eva.romagosa@cric.cat). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by ashir24(ashir24@gmail.com). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by miraj(miraj76@rogers.com). Value Changed from 1.3 to 1.4.
Ponderation Change Suggested by pssman(pssman@gmail.com). Value Changed from 1.4 to 1.5.
Ponderation Change Suggested by niels(guillaume@moigneu.net). Value Changed from 1.5 to 1.4.
Ponderation Change Suggested by goosefoots(pb.bosch@gmail.com). Value Changed from 1.4 to 1.3.
Ponderation Change Suggested by pamodulus(pamodulus@gmail.com). Value Changed from 1.3 to 1.4.
Ponderation Change Suggested by yoni(yoni_ko@hotmail.com). Value Changed from 1.4 to 1.5.
Ponderation Change Suggested by sumant_sahai(sumantksahai@rediffmail.com). Value Changed from 1.5 to 1.6.
Ponderation Change Suggested by minaeian(minaeian@yahoo.com). Value Changed from 1.6 to 1.5.
Ponderation Change Suggested by Stane(s.klesnik@siol.net). Value Changed from 1.5 to 1.6.
Ponderation Change Suggested by laurent(laurent.urbain@latribu.com). Value Changed from 1.6 to 1.5.
Ponderation Change Suggested by conectasoftware(conectasoftware@gmail.com). Value Changed from 1.5 to 1.4.
Ponderation Change Suggested by roger01mx(orrn@live.com.mx). Value Changed from 1.4 to 1.3.",view,1.3,open
factor_438,Screen Designer,factor_431,"
Ponderation Change Suggested by fabien(fp@tiny.be). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by shyamli(shyamlisingh86@gmail.com). Value Changed from 1.1 to 1.2.
Ponderation Revoked by Website Administrator. Value Changed from 1.2 to 1.1.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by ykastro(ykastro@gmail.com). Value Changed from 1.3 to 1.4.",view,1.4,open
factor_439,Editable menu structure,factor_438,,criterion,1,open
factor_440,Ability to add fields anywhere on any screen,factor_438,,criterion,1,open
factor_441,Ability to modify the layout of any screen,factor_438,,criterion,1,open
factor_442,Ability to add HTML in views,factor_438,,criterion,1,open
factor_443,Report Designer,factor_431,"
Ponderation Change Suggested by shyamli(shyamlisingh86@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by ykastro(ykastro@gmail.com). Value Changed from 1.3 to 1.4.",view,1.4,open
factor_832,Availability of end-user report designer,factor_443,,criterion,1,open
factor_833,Possibility to easily add tables in reports,factor_443,,criterion,1,open
factor_834,Possibility to add fields from the main object,factor_443,,criterion,1,open
factor_836,"Possibility to loop on relations fields (for ex, sale order lines)",factor_443,,criterion,1,open
factor_837,Possibility to add pictures through report designer,factor_443,,criterion,1,open
factor_838,Possibility to add computed graphs through report designer,factor_443,,criterion,1,open
factor_839,Report designer based on Crystal Report,factor_443,,criterion,1,open
factor_840,Report designer based on Ms. Office,factor_443,,criterion,1,open
factor_841,Report designer based on Open Office,factor_443,,criterion,1,open
factor_843,"Support for all kind of formating elements: bold, alignment, etc.",factor_443,,criterion,1,open
factor_844,Graphic displays decision tree relationship,factor_443,,criterion,1,open
factor_845,Reporting and analysis in groups,factor_443,,criterion,1,open
factor_846,Dimensions,factor_443,,criterion,1,open
factor_444,Statistics Report Designer,factor_431,"
Ponderation Change Suggested by perepre(pprenafeta@terlas.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.2 to 1.3.",view,1.3,open
factor_847,Availability of a end-user statistic report designer,factor_444,,criterion,1,open
factor_848,You can create statistic reports without any DB knowledge,factor_444,,criterion,1,open
factor_849,Statistics can be displayed as a bar chart graph,factor_444,,criterion,1,open
factor_850,Statistics can be displayed as a pie chart graph,factor_444,,criterion,1,open
factor_851,Statistics can be displayed as a gantt chart,factor_444,,criterion,1,open
factor_852,Statistics can be displayed as a 3D graph,factor_444,,criterion,1,open
factor_854,The statistics can be computed on joined tables,factor_444,,criterion,1,open
factor_855,You can browse and filter in real time in statistics reports,factor_444,,criterion,1,open
factor_856,Statistics support drill-down navigation,factor_444,,criterion,1,open
factor_857,Statistics support drill-accross navigation,factor_444,,criterion,1,open
factor_445,Business Intelligence,factor_431,"
Ponderation Change Suggested by shyamli(shyamlisingh86@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by ykastro(ykastro@gmail.com). Value Changed from 1.3 to 1.4.",view,1.4,open
factor_777,Olap Database,factor_445,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_782,Support for basic MDX queries,factor_777,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_783,Support for all kind of MDX queries,factor_777,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_784,Access through web-services,factor_777,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_785,"Unlimitted levels hierarcies, dimensions and levels",factor_777,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_786,MOLAP Database (Memory Olap),factor_777,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_787,ROLAP Database (Relationnal Olap),factor_777,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_788,HOLAP Database (Hybrid Olap),factor_777,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_778,Cube Designer,factor_445,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_789,Availability of a end-user cube designer,factor_778,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_790,Users can build schema and cubes without any SQL knowledge,factor_778,,criterion,1,open
factor_791,Users can build cubes without knowledge of db structure,factor_778,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_792,Cube builts through the interface are directly useable,factor_778,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_793,You can create menus in the application that opens cubes directly,factor_778,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_794,Cube designer support drag & drop,factor_778,,criterion,1,open
factor_779,Data Browser,factor_445,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_795,Support for drill-up/drill-down navigation,factor_779,,criterion,1,open
factor_796,Support for drill-accross navigation,factor_779,,criterion,1,open
factor_797,Support for slicer and filters,factor_779,,criterion,1,open
factor_798,Data can be displayed as dynamic grids,factor_779,,criterion,1,open
factor_799,Data can be displayed as bar charts,factor_779,,criterion,1,open
factor_801,Data can be displayed as 3D charts,factor_779,,criterion,1,open
factor_802,Drag & Drop user interface,factor_779,,criterion,1,open
factor_803,You can modify and write MDX queries your self,factor_779,,criterion,1,open
factor_780,Data Mining,factor_445,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_804,"Extract, transform, and load transaction data onto the data warehouse system",factor_780,,criterion,1,open
factor_805,Support for artificial neural networks,factor_780,,criterion,1,open
factor_806,Support for decision trees,factor_780,,criterion,1,open
factor_807,Support for nearest neighbor method,factor_780,,criterion,1,open
factor_808,Support for rule induction,factor_780,,criterion,1,open
factor_781,Pre-Configurations,factor_445,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_810,Jobs exists to automate simple import from text files,factor_781,,view,1,open
factor_812,A connector exists to import products,factor_810,,criterion,1,open
factor_813,A connector exists to import stocks,factor_810,,criterion,1,open
factor_814,A connector exists to import bill of materials,factor_810,,criterion,1,open
factor_815,A connector exists to import projects & tasks,factor_810,,criterion,1,open
factor_816,Projects exists to import full applications,factor_781,,view,1,open
factor_817,Tasks and contacts from Outlook,factor_816,,criterion,1,open
factor_819,Accounting data from Sage,factor_816,,criterion,1,open
factor_820,Accounting data from Tally,factor_816,,criterion,1,open
factor_821,More than 3 others applications,factor_816,,criterion,1,open
factor_822,More than 10 others applications,factor_816,,criterion,1,open
factor_823,More than 20 others applications,factor_816,,criterion,1,open
factor_446,Objects Designer,factor_431,"
Ponderation Change Suggested by shyamli(shyamlisingh86@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by ANOOP(anoopu@itflux.com). Value Changed from 1.2 to 1.3.",view,1.3,open
factor_447,Ability to create new fields,factor_446,,criterion,1,open
factor_448,Ability to create new tables,factor_446,,criterion,1,open
factor_510,Ability to keep track of all versions of each objects,factor_446,,criterion,1,open
factor_450,Customizable actions,factor_431,"
Ponderation Change Suggested by CSC/CKMS(dawn.loffler@calgaryscience.ca). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_824,Ability to configure automatic email based on events,factor_450,,criterion,1,open
factor_825,Ability to configure automatic sms based on events,factor_450,,criterion,1,open
factor_826,Ability to trigger printable reports based on events,factor_450,,criterion,1,open
factor_827,Ability to trigger others screens based on events,factor_450,,criterion,1,open
factor_828,Ability to configure an object creation,factor_450,,criterion,1,open
factor_830,Ability to configure signals for the workflow engine,factor_450,,criterion,1,open
factor_831,Ability to configure changes in the user interface,factor_450,,criterion,1,open
factor_451,Customizable documentation,factor_431,"
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_452,Editable tooltips on fields,factor_451,,criterion,1,open
factor_453,Customizable user documentation,factor_451,,criterion,1,open
factor_455,Modularity,factor_431,"
Ponderation Change Suggested by shyamli(shyamlisingh86@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by shaniur(shaniur@gmail.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.2 to 1.3.",view,1.3,open
factor_456,Ability to package any modification as a module/addons/plugin,factor_455,,criterion,1,open
factor_457,Reuse existing configuration easily,factor_455,,criterion,1,open
factor_458,Ability to distribute existing configuration,factor_455,,criterion,1,open
factor_509,Several menu suites may be defined for the same system,factor_455,,criterion,1,open
factor_1040,Customisations Without Development,factor_431,"
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_566,Communication Tools,factor_1040,,view,1,open
factor_567,Ability to define automatic emails on specific status of each document,factor_566,,criterion,1,open
factor_568,Ability to define automatic SMS on specific status of each document,factor_566,,criterion,1,open
factor_569,Ability to prepare paper based mailing on specific status of each document,factor_566,,criterion,1,open
factor_570,Ability to trigger status change of documents based on email reception,factor_566,,criterion,1,open
factor_571,Ability to trigger status change of documents based on sms reception,factor_566,,criterion,1,open
factor_572,Objects changes based on events or status of documents,factor_1040,,view,1,open
factor_573,Ability to create new objects,factor_572,,criterion,1,open
factor_574,Ability to modify existing objects,factor_572,,criterion,1,open
factor_575,Ability to delete existing objects,factor_572,,criterion,1,open
factor_576,Ability to trigger workflow events on specific objects,factor_572,,criterion,1,open
factor_577,Automated actions based on events or documents status,factor_1040,,view,1,open
factor_578,Ability to trigger static reports (HTML or PDF),factor_577,,criterion,1,open
factor_579,Ability to trigger modifiable reports (open in Office),factor_577,,criterion,1,open
factor_580,Ability to trigger others actions,factor_577,,criterion,1,open
factor_581,Ability to trigger status change,factor_577,,criterion,1,open
factor_582,"Definition of complex actions as parametrization, not development",factor_1040,,view,1,open
factor_583,Ability to define loops (for) in actions,factor_582,,criterion,1,open
factor_584,Ability to define conditions (if) in actions,factor_582,,criterion,1,open
factor_585,Ability to define nested actions (recursive),factor_582,,criterion,1,open
factor_586,Connection to external systems as parametrization,factor_1040,,view,1,open
factor_587,Ability to manges automatically Id's of third party application for synchronisation,factor_586,,criterion,1,open
factor_588,Ability to detect third party web-services through introspection,factor_586,,criterion,1,open
factor_589,Ability to trigger requests to third party applications using XML-RPC,factor_586,,criterion,1,open
factor_590,Ability to trigger requests to third party applications using SOAP,factor_586,,criterion,1,open
factor_591,Ability to trigger requests to third party applications using REST,factor_586,,criterion,1,open
factor_975,Sequences Management,factor_1040,,view,1,open
factor_977,Ability to use dates or fiscal years/periods in sequences,factor_975,,criterion,1,open
factor_978,All sequences or number series are defined at one central place,factor_975,,criterion,1,open
factor_1043,Technical Workflow Editor,factor_431,"
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_433,Support for workflows on all resources,factor_1043,,criterion,1,open
factor_434,Editable workflows,factor_1043,,criterion,1,open
factor_435,Graphical workflow editor,factor_1043,"
Ponderation Change Suggested by piskot0577(pavel.bednar@piskot.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_436,Configuration of all nodes and activities,factor_1043,,criterion,1,open
factor_437,Workflows compatibility with WfMC,factor_1043,,criterion,1,open
factor_1064,Internationalisation,factor_431,"
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.0 to 1.1.",view,1.1,draft
factor_474,Total Cost of Ownership,,"
Ponderation Change Suggested by pankajarora(pankajarora23@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by olefoxe(olaf.vocks@googlemail.com). Value Changed from 1.1 to 1.32.
Ponderation Change Suggested by jvo(jvo@tinyerp.com). Value Changed from 1.32 to 1.6104.
Ponderation Change Suggested by pankajarora(pankajarora23@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by olefoxe(olaf.vocks@googlemail.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by osilber(olivier.silber@roquette.com). Value Changed from 1.2 to 1.3.
Ponderation Revoked by Website Administrator. Value Changed from 1.3 to 1.2.
Ponderation Change Suggested by ashir24(ashir24@gmail.com). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by miraj(miraj76@rogers.com). Value Changed from 1.3 to 1.4.
Ponderation Change Suggested by pssman(pssman@gmail.com). Value Changed from 1.4 to 1.5.
Ponderation Change Suggested by armoush(m.armoush@live.co.uk). Value Changed from 1.5 to 1.6.
Ponderation Change Suggested by sumant_sahai(sumantksahai@rediffmail.com). Value Changed from 1.6 to 1.5.
Ponderation Change Suggested by sandeepraizada(sandeepraizada@hotmail.com). Value Changed from 1.5 to 1.6.
Ponderation Change Suggested by minaeian(minaeian@yahoo.com). Value Changed from 1.6 to 1.7.
Ponderation Change Suggested by Stane(s.klesnik@siol.net). Value Changed from 1.7 to 1.8.
Ponderation Change Suggested by fp(fp@openerp.com). Value Changed from 1.8 to 1.9.
Ponderation Change Suggested by conectasoftware(conectasoftware@gmail.com). Value Changed from 1.9 to 1.8.",view,1.8,open
factor_475,Licences,factor_474,"
Ponderation Change Suggested by isaacfreijo(isaac.freijo@peoplewalking.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by Chalard(chalard.asd@gmail.com). Value Changed from 1.1 to 1.0.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.1 to 1.2.",view,1.2,open
factor_476,Open Source Licences,factor_475,"
Ponderation Change Suggested by matiar(motirmail@yahoo.com). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_477,Availability of an Open Source licence,factor_476,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 0.9.
Ponderation Change Suggested by matiar(motirmail@yahoo.com). Value Changed from 0.9 to 1.0.
Ponderation Change Suggested by semperfi(semper.fide@ymail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_478,90% of modules or features are under an Open Source licence,factor_476,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 0.9.
Ponderation Change Suggested by matiar(motirmail@yahoo.com). Value Changed from 0.9 to 1.0.",criterion,1,open
factor_479,All modules or features are under an Open Source licence,factor_476,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 0.9.
Ponderation Change Suggested by matiar(motirmail@yahoo.com). Value Changed from 0.9 to 1.0.",criterion,1,open
factor_650,The open source licence is OSI compliant,factor_476,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_480,Cost of Licences,factor_475,"
Ponderation Change Suggested by dperez768(sandreta.yv@hotmail.com). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_481,Licences are free (0 $),factor_480,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 0.9.
Ponderation Change Suggested by Pare(bodrato@mail.dm.unipi.it). Value Changed from 0.9 to 1.0.
Ponderation Change Suggested by dperez768(sandreta.yv@hotmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_482,Avarage licence cost <500$ per user and per year,factor_480,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_483,Avarage licence cost <5000$ per user and per year,factor_480,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 0.9.
Ponderation Change Suggested by Pare(bodrato@mail.dm.unipi.it). Value Changed from 0.9 to 0.8.
Ponderation Change Suggested by dperez768(sandreta.yv@hotmail.com). Value Changed from 0.8 to 0.9.",criterion,0.9,open
factor_484,Avarage licence cost <1000$ per user and per year,factor_480,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 0.9.
Ponderation Change Suggested by dperez768(sandreta.yv@hotmail.com). Value Changed from 0.9 to 1.0.",criterion,1,open
factor_485,SaaS offer (sometimes called On Demand),factor_474,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by Chalard(chalard.asd@gmail.com). Value Changed from 1.1 to 1.0.
Ponderation Change Suggested by shaniur(shaniur@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by helronald(bedouii.helmi@gmail.com). Value Changed from 1.3 to 1.4.",view,1.4,open
factor_486,Availability of a SaaS offer,factor_485,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_487,"A fixed price for: software, support, maintenance, hosting",factor_485,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_488,Zero integration costs for the SaaS offer,factor_485,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_489,Purchase online and get directly an access,factor_485,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_490,Availability of a free trial version,factor_485,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_491,Cost of customizations,factor_474,"
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.1 to 1.2.",view,1.2,open
factor_492,You don't need a specific licence to customize screens,factor_491,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_493,Ability to customize screens without development,factor_491,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 0.9 to 1.0.",criterion,1,open
factor_494,Ability to customize logic without development,factor_491,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 0.9 to 1.0.",criterion,1,open
factor_495,Ability to customize layout of reports without development,factor_491,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_496,Ability to customize/add statistical reports without development,factor_491,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_497,Integrated business intelligence to define end-users reports,factor_491,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_498,Interface to others application using web-services,factor_491,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_499,Cost of data importation,factor_474,"
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.1 to 1.2.",view,1.2,open
factor_500,Ability to import .CSV files from the client side,factor_499,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 0.9 to 1.0.",criterion,1,open
factor_501,Ability to import .XML files from the client side,factor_499,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_502,Ability to manages ID from original software to re-create relation,factor_499,"
Ponderation Change Suggested by ced2(ced@foo.com). Value Changed from 1.0 to 0.9.
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 0.9 to 1.0.",criterion,1,open
factor_809,Availability of an integrated ETL system,factor_499,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_537,Maintenance Costs,factor_474,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by Chalard(chalard.asd@gmail.com). Value Changed from 1.1 to 1.0.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.1 to 1.2.",view,1.2,open
factor_538,Availability of a fixed price maintenance contract,factor_537,"
Ponderation Change Suggested by ralvarez(rafaelalvarez@carboncandelon.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.1 to 1.2.",criterion,1.2,open
factor_539,Unlimited bugfixes guarantee in the maintenance contract,factor_537,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_540,Migrations included in the maintenance contract,factor_537,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
